Author (Citation),Sample ID,Total Length (cm),Waterbody,Region,Location,Latitude,Longitude,Class,Species,Tissue,N,n,Collection Date,Sampling Year,PFBS,PFBA,PFDA,PFDoA,PFHpA,PFHxS,PFHxA,PFNA,PFOSA,PFOS,PFOA,PFPeA,PFUnA
#34 GLHHFTS (2015),806894,69.25,Lake Huron,MI,GLNS15-2107,44.0506,-83.56432,Pisces,Channel catfish,Composite fillet,1,2,9/10/15,2015,<0.36,<0.21,0.62,0.27,<0.13,<0.63,<0.13,0.21,0.15,3.43,<0.23,<0.24,1.26
#34 GLHHFTS (2015),807694,53.5,Lake Huron,MI,GLNS15-2108,43.5077,-82.50603,Pisces,Rainbow trout,Composite fillet,1,2,9/29/15,2015,<0.36,<0.21,0.6,0.41,<0.13,<0.63,<0.13,0.41,<0.13,12.4,<0.23,<0.24,1.22
#34 GLHHFTS (2015),814274,40.14,Lake Huron,MI,GLNS15-2117,45.46023,-83.85656,Pisces,Longnose sucker,Composite fillet,1,5,9/23/15,2015,<0.36,<0.21,0.85,0.63,<0.13,<0.63,<0.13,1.04,0.17,5.15,0.3,<0.24,1.57
#34 GLHHFTS (2015),794614,47.65,Lake Michigan,MI,GLNS15-1245,45.76909,-86.74218,Pisces,White sucker,Composite fillet,1,2,8/6/15,2015,<0.36,<0.21,0.72,0.28,<0.13,<0.63,<0.13,0.87,0.27,10.4,0.3,<0.24,0.97
#34 GLHHFTS (2015),795174,56.34,Lake Michigan,MI,GLNS15-1246,43.37539,-86.46277,Pisces,Coho salmon,Composite fillet,1,5,5/19/16,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,0.26,0.32,3.51,<0.23,<0.24,<0.17
#34 GLHHFTS (2015),777014,44.65,Lake Michigan,MI,GLNS15-1247,45.00071,-85.47705,Pisces,White sucker,Composite fillet,1,2,7/9/15,2015,<0.36,<0.21,0.7,0.3,<0.13,<0.63,<0.13,0.31,<0.13,6.16,<0.23,<0.24,1.01
#34 GLHHFTS (2015),776954,47.75,Lake Michigan,MI,GLNS15-1248,44.94403,-85.84071,Pisces,White sucker,Composite fillet,1,4,7/21/15,2015,<0.36,<0.21,1.14,0.41,<0.13,<0.63,<0.13,0.23,<0.13,6.54,<0.23,<0.24,1.35
#34 GLHHFTS (2015),776914,60.68,Lake Michigan,MI,GLNS15-1249,44.39603,-86.30882,Pisces,Lake trout,Composite fillet,1,5,5/18/16,2015,<0.36,<0.21,0.2,0.16,<0.13,<0.63,<0.13,0.32,<0.13,12.9,<0.23,<0.24,0.48
#34 GLHHFTS (2015),794774,62.5,Lake Michigan,MI,GLNS15-1250,45.88809,-86.25744,Pisces,Chinook salmon,Fillet,1,1,9/23/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,<0.12,<0.13,3.76,<0.23,<0.24,<0.17
#34 GLHHFTS (2015),795214,24.2,Lake Michigan,MI,GLNS15-1252,43.9189,-86.45744,Pisces,Yellow perch,Composite fillet,1,5,8/27/15,2015,<0.36,<0.21,0.77,0.47,<0.13,<0.63,<0.13,0.15,<0.13,12.7,<0.23,<0.24,1.11
#34 GLHHFTS (2015),795114,39,Lake Michigan,MI,GLNS15-1253,42.94419,-86.24677,Pisces,Freshwater drum,Fillet,1,1,8/18/15,2015,<0.36,<0.21,0.94,0.91,<0.13,<0.63,<0.13,0.54,0.15,21,0.51,<0.24,2.53
#34 GLHHFTS (2015),807914,37.7,Lake Michigan,MI,GLNS15-1254,45.7975,-84.79227,Pisces,Longnose sucker,Fillet,1,1,8/28/15,2015,<0.36,<0.21,0.59,0.37,<0.13,<0.63,<0.13,0.93,0.22,7.07,0.49,<0.24,1.07
#34 GLHHFTS (2015),795134,21.125,Lake Michigan,MI,GLNS15-1255,43.1024,-86.27177,Pisces,Yellow perch,Composite fillet,1,4,9/2/15,2015,<0.36,<0.21,0.22,0.26,<0.13,<0.63,<0.13,<0.12,<0.13,7.58,<0.23,<0.24,0.41
#34 GLHHFTS (2015),776234,20.8,Lake Michigan,MI,GLNS15-2047,42.03415,-86.57656,Pisces,Yellow perch,Composite fillet,1,4,6/9/15,2015,<0.36,<0.21,0.34,0.29,<0.13,<0.63,<0.13,<0.12,0.14,12.7,<0.23,<0.24,0.9
#34 GLHHFTS (2015),795234,63.12,Lake Michigan,MI,GLNS15-2050,43.99317,-86.54478,Pisces,Lake trout,Composite fillet,1,5,5/19/16,2015,<0.36,<0.21,0.18,<0.09,<0.13,<0.63,<0.13,<0.12,0.25,9.96,<0.23,<0.24,0.19
#34 GLHHFTS (2015),794494,64.2,Lake Michigan,MI,GLNS15-2052,45.48639,-87.23727,Pisces,Walleye,Fillet,1,1,9/24/15,2015,<0.36,<0.21,0.66,0.39,<0.13,<0.63,<0.13,0.36,2.87,18,<0.23,<0.24,1.13
#34 GLHHFTS (2015),780174,46.25,Lake Michigan,MI,GLNS15-2053,45.81988,-86.71585,Pisces,Walleye,Composite fillet,1,2,7/23/15,2015,<0.36,<0.21,0.51,0.28,<0.13,<0.63,<0.13,0.24,0.6,18.3,<0.23,<0.24,0.77
#34 GLHHFTS (2015),776874,65.44,Lake Michigan,MI,GLNS15-2054,44.28002,-86.32645,Pisces,Lake trout,Composite fillet,1,5,5/18/16,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,<0.12,0.13,7.95,<0.23,<0.24,<0.17
#34 GLHHFTS (2015),807874,35.76,Lake Michigan,MI,GLNS15-2055,45.98583,-85.64288,Pisces,White sucker,Composite fillet,1,5,8/26/15,2015,<0.36,<0.21,0.97,0.34,<0.13,<0.63,<0.13,0.9,0.28,9.41,0.45,<0.24,0.94
#34 GLHHFTS (2015),776934,47.75,Lake Michigan,MI,GLNS15-2056,44.73926,-86.17728,Pisces,Longnose sucker,Composite fillet,1,2,7/23/15,2015,<0.36,<0.21,3.14,1.78,<0.13,<0.63,<0.13,2.37,0.35,30.2,0.65,<0.24,5.39
#34 GLHHFTS (2015),814554,62.66,Lake Michigan,MI,GLNS15-2057,45.5693,-85.18341,Pisces,Lake trout,Composite fillet,1,5,5/17/16,2015,<0.36,<0.21,0.38,0.14,<0.13,<0.63,<0.13,0.29,<0.13,9.91,<0.23,<0.24,0.42
#34 GLHHFTS (2015),795674,24.62,Lake Michigan,MI,GLNS15-2061,42.73235,-86.24231,Pisces,Yellow perch,Composite fillet,1,5,9/3/15,2015,<0.36,<0.21,0.89,0.65,<0.13,<0.63,<0.13,0.29,<0.13,22.9,<0.23,<0.24,1.18
#34 GLHHFTS (2015),795294,42.925,Lake Superior,MI,GLNS15-1335,47.38864,-87.92476,Pisces,Lake trout,Composite fillet,1,4,7/26/15,2015,<0.36,<0.21,3.14,1.15,<0.13,<0.63,<0.13,5.34,<0.13,12.9,<0.23,<0.24,6.6
#34 GLHHFTS (2015),807434,31.7,Lake Superior,MI,GLNS15-1336,46.53291,-87.38957,Pisces,Lake whitefish,Composite fillet,1,5,8/11/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,<0.12,<0.13,1.05,<0.23,<0.24,<0.17
#34 GLHHFTS (2015),807494,37.38,Lake Superior,MI,GLNS15-1338,46.88719,-88.32472,Pisces,Longnose sucker,Composite fillet,1,5,8/16/15,2015,<0.36,<0.21,4.72,2.36,<0.13,<0.63,<0.13,5.35,0.16,9.13,0.52,<0.24,10.1
#34 GLHHFTS (2015),794974,40.38,Lake Superior,MI,GLNS15-1339,47.2838,-88.51741,Pisces,Longnose sucker,Composite fillet,1,5,7/22/15,2015,<0.36,<0.21,3.21,1.9,<0.13,<0.63,<0.13,4.13,0.2,7.8,<0.23,<0.24,6.93
#34 GLHHFTS (2015),778454,25.86666667,Lake Superior,MI,GLNS15-1340,46.6853,-86.1697,Pisces,Lake whitefish,Composite fillet,1,3,6/12/15,2015,<0.36,<0.21,0.28,0.13,<0.13,<0.63,<0.13,0.38,<0.13,0.99,<0.23,<0.24,0.55
#34 GLHHFTS (2015),806774,32.82,Lake Superior,MI,GLNS15-1341,46.92451,-87.84378,Pisces,Lake whitefish,Composite fillet,1,5,9/2/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,<0.12,<0.13,0.85,<0.23,<0.24,0.2
#34 GLHHFTS (2015),777914,53,Lake Superior,MI,GLNS15-1343,46.79341,-85.23359,Pisces,Lake whitefish,Composite fillet,1,3,9/15/15,2015,<0.36,<0.21,2.29,1.33,<0.13,<0.63,<0.13,4.21,0.26,4.88,<0.23,<0.24,4.74
#34 GLHHFTS (2015),795334,45.25,Lake Superior,MI,GLNS15-1345,47.04289,-88.98127,Pisces,Longnose sucker,Composite fillet,1,4,7/23/15,2015,<0.36,<0.21,3.89,2.42,<0.13,<0.63,<0.13,5.97,<0.13,7.92,<0.23,<0.24,8.84
#34 GLHHFTS (2015),806934,33.14,Lake Superior,MI,GLNS15-1346,46.51201,-87.1486,Pisces,Lake whitefish,Composite fillet,1,5,8/23/15,2015,<0.36,<0.21,0.31,0.15,<0.13,<0.63,<0.13,0.37,<0.13,1.11,<0.23,<0.24,0.56
#34 GLHHFTS (2015),779974,55.9,Lake Superior,MI,GLNS15-1347,46.58914,-85.02058,Pisces,Chinook salmon,Fillet,1,1,9/16/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,<0.12,<0.13,1.39,<0.23,<0.24,<0.17
#34 GLHHFTS (2015),776534,55.83333333,Lake Superior,MI,GLNS15-2001,46.72739,-85.88539,Pisces,Lake trout,Composite fillet,1,3,9/2/15,2015,<0.36,<0.21,0.25,0.12,<0.13,<0.63,<0.13,0.29,<0.13,1.45,<0.23,<0.24,0.49
#34 GLHHFTS (2015),778514,59.34,Lake Superior,MI,GLNS15-2002,46.71328,-85.63315,Pisces,Lake trout,Composite fillet,1,5,9/2/15,2015,<0.36,<0.21,0.26,0.29,<0.13,<0.63,<0.13,0.67,<0.13,1.79,<0.23,<0.24,0.73
#34 GLHHFTS (2015),807174,28.88,Lake Superior,MI,GLNS15-2003,46.93697,-87.92977,Pisces,Lake whitefish,Composite fillet,1,5,9/2/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,0.14,<0.13,1.2,0.27,<0.24,0.28
#34 GLHHFTS (2015),778554,60.53333333,Lake Superior,MI,GLNS15-2005,46.71108,-85.90874,Pisces,Lake trout,Composite fillet,1,3,9/2/15,2015,<0.36,<0.21,0.45,0.34,<0.13,<0.63,<0.13,0.96,<0.13,2.03,<0.23,<0.24,1.1
#34 GLHHFTS (2015),780154,27.56666667,Lake Superior,MI,GLNS15-2006,46.5078,-85.03641,Pisces,Lake whitefish,Composite fillet,1,3,6/24/15,2015,<0.36,<0.21,<0.16,0.13,<0.13,<0.63,<0.13,0.33,0.18,0.69,<0.23,<0.24,0.32
#34 GLHHFTS (2015),794954,40.35,Lake Superior,MI,GLNS15-2007,47.20559,-88.74796,Pisces,Longnose sucker,Composite fillet,1,4,7/22/15,2015,<0.36,<0.21,3.48,2.06,<0.13,<0.63,<0.13,5.04,<0.13,8.54,<0.23,<0.24,7.05
#34 GLHHFTS (2015),806994,33.35,Lake Superior,MI,GLNS15-2009,46.70392,-87.48891,Pisces,Lake whitefish,Composite fillet,1,4,8/21/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,0.17,<0.13,0.52,<0.23,<0.24,0.17
#34 GLHHFTS (2015),794934,45.02,Lake Superior,MI,GLNS15-2011,46.84759,-89.42213,Pisces,Longnose sucker,Composite fillet,1,5,7/19/15,2015,<0.36,<0.21,5.08,2.65,<0.13,<0.63,<0.13,8.39,<0.13,10.9,0.41,<0.24,10.3
#34 GLHHFTS (2015),806794,50.2,Lake Superior,MI,GLNS15-2013,46.46954,-86.93968,Pisces,Longnose sucker,Fillet,1,1,8/24/15,2015,<0.36,<0.21,5.81,3.65,<0.13,<0.63,<0.13,5.01,<0.13,4.47,<0.23,<0.24,15
#34 GLHHFTS (2015),780014,42.8,Lake Superior,MI,GLNS15-2025,46.44628,-84.56227,Pisces,Lake whitefish,Composite fillet,1,3,7/9/15,2015,<0.36,<0.21,0.71,0.56,<0.13,<0.63,<0.13,1.56,<0.13,3.08,<0.23,<0.24,2.12
#34 GLHHFTS (2015),778714,46.2,Lake Superior,MN,GLNS15-1333,47.14114,-91.45036,Pisces,Lake whitefish,Composite fillet,1,4,6/15/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,0.17,0.15,0.77,<0.23,<0.24,0.2
#34 GLHHFTS (2015),778734,44.03333333,Lake Superior,MN,GLNS15-1334,47.55628,-90.86774,Pisces,Lake whitefish,Composite fillet,1,3,6/14/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,0.2,<0.13,1.58,<0.23,<0.24,0.35
#34 GLHHFTS (2015),778694,40.4,Lake Superior,MN,GLNS15-1342,46.79049,-92.04478,Pisces,Lake trout,Composite fillet,1,3,6/17/15,2015,<0.36,<0.21,0.35,0.19,<0.13,<0.63,<0.13,0.95,<0.13,2.68,<0.23,<0.24,0.71
#34 GLHHFTS (2015),778314,54,Lake Superior,MN,GLNS15-2004,47.02243,-91.64885,Pisces,Lake trout,Fillet,1,1,6/16/15,2015,<0.36,<0.21,0.37,0.09,<0.13,<0.63,<0.13,0.94,<0.13,2.73,<0.23,<0.24,0.64
#34 GLHHFTS (2015),778674,39.6,Lake Superior,MN,GLNS15-2010,46.73704,-92.07052,Pisces,Walleye,Composite fillet,1,5,6/18/15,2015,<0.36,<0.21,0.4,0.23,<0.13,<0.63,<0.13,0.63,<0.13,4.5,<0.23,<0.24,0.91
#34 GLHHFTS (2015),778754,37.56,Lake Superior,MN,GLNS15-2012,47.8107,-90.06487,Pisces,Lake whitefish,Composite fillet,1,5,6/12/15,2015,<0.36,<0.21,<0.16,<0.09,<0.13,<0.63,<0.13,0.14,<0.13,1,<0.23,<0.24,<0.17
#34 GLHHFTS (2015),778874,20.34,Lake Erie,OH,GLNS15-1152,41.74625,-83.37917,Pisces,Yellow perch,Composite fillet,1,5,8/5/15,2015,<0.36,<0.21,0.97,0.47,<0.13,<0.63,<0.13,<0.12,<0.13,9.22,<0.23,<0.24,0.72
#34 GLHHFTS (2015),775194,24.32,Lake Erie,OH,GLNS15-1153,41.51047,-82.13911,Pisces,Yellow perch,Composite fillet,1,5,8/10/15,2015,<0.36,<0.21,1.12,0.33,<0.13,<0.63,<0.13,0.27,<0.13,18.3,0.25,<0.24,0.73
#34 GLHHFTS (2015),775214,32,Lake Erie,OH,GLNS15-1157,41.50063,-82.21454,Pisces,White bass,Composite fillet,1,3,10/22/15,2015,<0.36,<0.21,4.19,0.58,<0.13,<0.63,<0.13,2.09,<0.13,54.7,<0.23,<0.24,2.1
#34 GLHHFTS (2015),775174,26.32,Lake Erie,OH,GLNS15-1159,41.97568,-80.61522,Pisces,Yellow perch,Composite fillet,1,5,9/3/15,2015,<0.36,<0.21,1.9,0.68,<0.13,<0.63,<0.13,0.25,<0.13,23,<0.23,<0.24,1.89
#34 GLHHFTS (2015),778794,20.9,Lake Erie,OH,GLNS15-1160,41.63394,-83.16825,Pisces,Yellow perch,Composite fillet,1,5,7/31/15,2015,<0.36,<0.21,0.63,0.21,<0.13,<0.63,<0.13,<0.12,<0.13,10.7,<0.23,<0.24,0.29
#34 GLHHFTS (2015),778834,19.8,Lake Erie,OH,GLNS15-1161,41.4289,-82.58178,Pisces,White perch,Composite fillet,1,5,8/7/15,2015,<0.36,<0.21,1.62,0.73,<0.13,<0.63,<0.13,<0.12,<0.13,29.3,<0.23,<0.24,1.4
#34 GLHHFTS (2015),775154,23.91111111,Lake Erie,OH,GLNS15-1163,41.48865,-81.74175,Pisces,Yellow perch,Composite fillet,1,9,10/23/15,2015,<0.36,<0.21,0.7,0.1,<0.13,<0.63,<0.13,<0.12,<0.13,10.4,<0.23,<0.24,0.36
#34 GLHHFTS (2015),775114,50.76,Lake Erie,OH,GLNS15-1165,41.56669,-82.7652,Pisces,Freshwater drum,Composite fillet,1,5,6/3/15,2015,<0.36,<0.21,1.31,0.66,<0.13,<0.63,<0.13,0.22,<0.13,11.5,<0.23,<0.24,1.01
#34 GLHHFTS (2015),775234,25.6,Lake Erie,OH,GLNS15-2140,41.90744,-80.88457,Pisces,Yellow perch,Composite fillet,1,10,10/21/15,2015,<0.36,<0.21,0.98,0.26,<0.13,<0.63,<0.13,0.23,<0.13,16.6,<0.23,<0.24,0.84
#34 GLHHFTS (2015),775034,42.36,Lake Erie,OH,GLNS15-2142,41.48269,-82.73135,Pisces,Freshwater drum,Composite fillet,1,5,6/2/15,2015,<0.36,<0.21,2.8,1.01,<0.13,<0.63,<0.13,0.33,<0.13,47.2,<0.23,<0.24,3.63
#34 GLHHFTS (2015),778094,25.32,Lake Erie,OH,GLNS15-2144,41.87082,-81.0397,Pisces,Yellow perch,Composite fillet,1,10,10/21/15,2015,<0.36,<0.21,0.85,<0.09,<0.13,<0.63,<0.13,<0.12,<0.13,15.6,<0.23,<0.24,0.36
#34 GLHHFTS (2015),778074,22.82222222,Lake Erie,OH,GLNS15-2147,41.5105,-81.78188,Pisces,Yellow perch,Composite fillet,1,9,10/23/15,2015,<0.36,<0.21,0.46,<0.09,<0.13,<0.63,<0.13,0.13,<0.13,8.44,<0.23,<0.24,0.27
#34 GLHHFTS (2015),778854,19.06,Lake Erie,OH,GLNS15-2149,41.70096,-83.2507,Pisces,Yellow perch,Composite fillet,1,5,8/3/15,2015,<0.36,<0.21,1.07,0.51,<0.13,<0.63,<0.13,0.48,0.13,18,<0.23,<0.24,0.39
#34 GLHHFTS (2015),775094,49.54,Lake Erie,OH,GLNS15-2150,41.57233,-82.68278,Pisces,Freshwater drum,Composite fillet,1,5,6/4/15,2015,<0.36,<0.21,1.82,0.65,<0.13,<0.63,<0.13,0.35,0.23,18.3,<0.23,<0.24,1.55
#34 GLHHFTS (2015),805954,25.05,Lake Erie,OH,GLNS15-2151,41.78731,-81.2147,Pisces,Yellow perch,Composite fillet,1,10,10/24/15,2015,<0.36,<0.21,0.7,0.2,<0.13,<0.63,<0.13,<0.12,<0.13,10.5,<0.23,<0.24,0.21
#34 GLHHFTS (2015),778034,25.86,Lake Erie,OH,GLNS15-2154,41.50361,-82.12039,Pisces,Yellow perch,Composite fillet,1,10,10/22/15,2015,<0.36,<0.21,0.56,<0.09,<0.13,<0.63,<0.13,0.13,<0.13,6.7,<0.23,<0.24,0.25
#34 GLHHFTS (2015),777154,32.4,Lake Erie,OH,GLNS15-2163,41.64035,-81.52632,Pisces,White bass,Composite fillet,1,4,10/24/15,2015,<0.36,<0.21,3.12,0.82,<0.13,<0.63,<0.13,1.67,0.2,53.6,<0.23,<0.24,2.12
#34 GLHHFTS (2015),775954,58.5,Lake Michigan,WI,GLNS15-1243,45.02915,-87.09338,Pisces,Burbot,Fillet,1,1,6/24/15,2015,<0.36,<0.21,1.72,0.9,<0.13,<0.63,<0.13,1.07,1.49,11.4,<0.23,<0.24,3.13
#34 GLHHFTS (2015),775974,46.7,Lake Michigan,WI,GLNS15-1244,42.6147,-87.81058,Pisces,Brown trout,Fillet,1,1,6/22/15,2015,<0.36,<0.21,0.54,0.2,<0.13,<0.63,<0.13,0.4,1.84,19,<0.23,<0.24,0.7
#34 GLHHFTS (2015),776034,46.9,Lake Michigan,WI,GLNS15-1251,43.32892,-87.86407,Pisces,Burbot,Fillet,1,1,6/21/15,2015,<0.36,<0.21,1.03,1.08,<0.13,<0.63,<0.13,1.12,1,17.2,0.33,<0.24,2.01
#34 GLHHFTS (2015),776054,53.45,Lake Michigan,WI,GLNS15-1256,44.94803,-87.69861,Pisces,Walleye,Composite fillet,1,2,7/12/15,2015,<0.36,<0.21,0.78,0.34,<0.13,<0.63,<0.13,0.36,3.73,14.5,<0.23,<0.24,0.75
#34 GLHHFTS (2015),775814,42.3,Lake Michigan,WI,GLNS15-2048,45.08151,-87.54124,Pisces,White sucker,Composite fillet,1,4,8/11/15,2015,<0.36,<0.21,1.58,0.67,<0.13,<0.63,<0.13,0.97,0.88,9.46,0.88,<0.24,1.83
#34 GLHHFTS (2015),775834,35.56,Lake Michigan,WI,GLNS15-2058,44.45254,-87.49285,Pisces,White sucker,Composite fillet,1,5,6/20/15,2015,<0.36,<0.21,1.07,0.32,<0.13,<0.63,<0.13,0.47,0.22,11.8,<0.23,<0.24,1.13
#34 GLHHFTS (2015),775854,42.66,Lake Michigan,WI,GLNS15-2059,44.94476,-87.64327,Pisces,White sucker,Composite fillet,1,5,8/12/15,2015,<0.36,<0.21,1.63,0.75,<0.13,<0.63,<0.13,0.2,1.55,9.08,<0.23,<0.24,1.99
#34 GLHHFTS (2015),775874,67.5,Lake Michigan,WI,GLNS15-2060,44.99926,-87.09029,Pisces,Walleye,Fillet,1,1,10/6/15,2015,<0.36,<0.21,0.78,0.35,<0.13,<0.63,<0.13,0.17,2.31,11.5,<0.23,<0.24,0.84
#34 GLHHFTS (2015),778934,39.375,Lake Superior,WI,GLNS15-1337,46.77051,-91.62224,Pisces,Lake whitefish,Composite fillet,1,4,6/24/15,2015,<0.36,<0.21,1.69,0.72,<0.13,<0.63,<0.13,3.33,0.34,6.99,0.25,<0.24,2.91
#34 GLHHFTS (2015),778954,42.72,Lake Superior,WI,GLNS15-1344,46.6728,-90.81696,Pisces,Lake whitefish,Composite fillet,1,5,7/2/15,2015,<0.36,<0.21,<0.16,0.1,<0.13,<0.63,<0.13,0.13,0.2,1.99,<0.23,<0.24,0.32
#34 GLHHFTS (2015),779014,35.42,Lake Superior,WI,GLNS15-2008,46.79927,-91.46272,Pisces,Lake whitefish,Composite fillet,1,5,6/24/15,2015,<0.36,<0.21,0.18,<0.09,<0.13,<0.63,<0.13,0.25,0.27,1.53,<0.23,<0.24,0.26
#34 GLHHFTS (2015),779034,71.9,Lake Superior,WI,GLNS15-2015,46.63427,-90.57573,Pisces,Brown trout,Fillet,1,1,10/6/15,2015,<0.36,<0.21,0.56,0.48,<0.13,<0.63,<0.13,0.33,<0.13,3.79,<0.23,<0.24,1.58