Author (Citation),Sample ID,Total Length (cm),Total Weight (g),Maturity,d13C,d15N,Waterbody,Region,Location,Latitude,Longitude,Latitude 2,Longitude 2,Class,Species,Tissue,N,n,Collection Date,Sampling Year,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFPrS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFDoS,FBSA,FHxSA,PFOSA,NMeFBSA,NMeFOSA,NEtFOSA,FOSAA,NMeFOSAA,NEtFOSAA,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,Cl-PFOS,PFEtCHxS,PFHxPA,PFOPA,6:2 diPAP,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB
#8 Munoz et al (2022),CAREX-1,NA,NA,NA,-27.98,2.45,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Plantae (Magnoliopsida),Carex spp.,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,<0.013,<0.01,<0.007,<0.008,<0.015,0.01,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.272,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),CAREX-2,NA,NA,NA,-27,2.37,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Plantae (Magnoliopsida),Carex spp.,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,<0.013,<0.01,<0.007,<0.008,0.1,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.058,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),CAREX-3,NA,NA,NA,-27.63,5.04,Lake Ontario,St. Lawrence River,Iles Robinet,45.73941602,-73.42910357,45.7160065,-73.44774639,Plantae (Magnoliopsida),Carex spp.,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,0.061,<0.013,<0.01,<0.007,<0.008,0.144,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.075,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,0.173,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),CAREX-4,NA,NA,NA,-29.14,4.97,Lake Ontario,St. Lawrence River,Ile Beauregard,45.75109236,-73.41078688,45.7160065,-73.44774639,Plantae (Magnoliopsida),Carex spp.,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,0.074,0.019,0.032,0.014,0.009,<0.015,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.359,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),CAREX-5,NA,NA,NA,-28.68,4.35,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Plantae (Magnoliopsida),Carex spp.,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,<0.013,0.04,<0.007,0.03,0.499,0.028,0.069,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.295,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,0.228,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),HEDU-1,NA,NA,NA,-14.35,8.3,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Plantae (Magnoliopsida),Water stargrass,Plant sample homogenate,1,1,9/19/19,2019,0.154,<0.03,<0.016,<0.02,0.106,0.191,0.134,0.095,0.026,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,1.508,<0.007,0.015,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,0.014,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),HEDU-2,NA,NA,NA,-8.87,6.29,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Plantae (Magnoliopsida),Water stargrass,Plant sample homogenate,1,1,9/19/19,2019,0.248,<0.03,<0.016,<0.02,0.056,0.089,0.069,0.024,0.039,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.885,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),HEDU-3,NA,NA,NA,-9.34,5.62,Lake Ontario,St. Lawrence River,Iles Robinet,45.73941602,-73.42910357,45.7160065,-73.44774639,Plantae (Magnoliopsida),Water stargrass,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,0.063,0.086,0.058,0.058,0.035,0.03,0.037,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.868,<0.007,0.021,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),HEDU-4,NA,NA,NA,-10.42,6.84,Lake Ontario,St. Lawrence River,Ile Beauregard,45.75109236,-73.41078688,45.7160065,-73.44774639,Plantae (Magnoliopsida),Water stargrass,Plant sample homogenate,1,1,9/19/19,2019,0.148,<0.03,<0.016,<0.02,0.187,0.46,0.327,0.117,<0.015,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,3.296,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,0.011,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),HEDU-5,NA,NA,NA,-9.26,6.39,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Plantae (Magnoliopsida),Water stargrass,Plant sample homogenate,1,1,9/19/19,2019,0.196,<0.03,<0.016,<0.02,0.114,0.166,0.113,0.033,0.025,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,0.007,<0.007,1.22,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,0.012,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),PORI-1,NA,NA,NA,-16.24,5.47,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Plantae (Magnoliopsida),Richardson's pondweed,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,0.046,0.076,0.102,0.024,0.028,0.01,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,1.105,<0.007,0.017,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,0.017,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),PORI-2,NA,NA,NA,-13.62,3.87,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Plantae (Magnoliopsida),Richardson's pondweed,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,<0.013,0.023,0.043,0.008,<0.015,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.793,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),PORI-3,NA,NA,NA,-12,5.41,Lake Ontario,St. Lawrence River,Iles Robinet,45.73941602,-73.42910357,45.7160065,-73.44774639,Plantae (Magnoliopsida),Richardson's pondweed,Plant sample homogenate,1,1,9/19/19,2019,0.155,<0.03,<0.016,<0.02,0.06,0.073,0.042,0.08,0.064,0.036,0.061,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.619,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),PORI-4,NA,NA,NA,-13.78,6.4,Lake Ontario,St. Lawrence River,Ile Beauregard,45.75109236,-73.41078688,45.7160065,-73.44774639,Plantae (Magnoliopsida),Richardson's pondweed,Plant sample homogenate,1,1,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,0.079,0.187,0.145,0.074,0.036,0.015,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,1.805,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),PORI-5,NA,NA,NA,-13.08,5.51,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Plantae (Magnoliopsida),Richardson's pondweed,Plant sample homogenate,1,1,9/19/19,2019,0.14,<0.03,<0.016,<0.02,0.033,0.089,0.073,0.047,0.029,<0.009,<0.022,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,0.928,<0.007,<0.011,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Crayfish-1,NA,NA,NA,-19.02,6.78,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,Astacoidea,Astacoidea crayfish,Bulk composite,1,NA,9/19/19,2019,0.927,0.031,<0.016,0.17,1.978,1.469,1.142,1.567,1.181,1.428,0.557,<0.591,<0.017,<0.005,<0.006,0.286,<0.007,4.864,<0.007,0.07,<0.005,0.025,<0.016,0.1,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,0.025,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Crayfish-2,NA,NA,NA,-19.7,8.63,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Astacoidea,Astacoidea crayfish,Bulk composite,1,NA,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,0.415,0.47,0.539,0.654,0.489,0.65,0.201,<0.591,<0.017,<0.005,<0.006,0.032,<0.007,3.884,<0.007,0.014,<0.005,0.016,<0.016,0.075,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,0.023,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Crayfish-3,NA,NA,NA,-27.51,7.99,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Astacoidea,Astacoidea crayfish,Bulk composite,1,NA,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,<0.013,0.516,0.683,0.781,0.531,0.763,0.227,<0.591,<0.017,<0.005,<0.006,<0.005,<0.007,4.093,<0.007,0.018,<0.005,<0.006,0.035,0.119,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,0.019,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,0.04,<0.053
#8 Munoz et al (2022),Crayfish-4,NA,NA,NA,-20.95,9.08,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Astacoidea,Astacoidea crayfish,Bulk composite,1,NA,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,0.501,0.927,0.939,1.325,0.872,1.088,0.177,<0.591,<0.017,<0.005,<0.006,0.03,<0.007,3.959,<0.007,0.013,<0.005,0.057,<0.016,0.051,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Crayfish-5,NA,NA,NA,-24.31,9.38,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Astacoidea,Astacoidea crayfish,Bulk composite,1,NA,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,0.449,1.041,1.392,1.51,0.954,1.107,0.304,<0.591,<0.017,<0.005,<0.006,0.041,<0.007,7.171,<0.007,0.068,<0.005,0.055,<0.016,0.121,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Insects-1,NA,NA,NA,-24.7,8.87,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Insecta,Aquatic insects,Bulk composite,1,NA,9/19/19,2019,27.889,<0.03,2.868,0.059,3.73,5.743,4.102,3.498,1.127,0.609,<0.022,<0.591,<0.017,0.225,<0.006,0.266,0.1,61.053,<0.007,0.507,<0.005,0.054,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,0.248,0.271,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,0.197,<0.023,<0.016,0.026,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Insects-2,NA,NA,NA,-22.4,9.24,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Insecta,Aquatic insects,Bulk composite,1,NA,9/19/19,2019,1.163,<0.03,0.145,<0.02,1.147,1.998,2.483,1.913,0.576,0.431,<0.022,<0.591,<0.017,0.051,<0.006,0.162,0.044,32.293,<0.007,0.335,<0.005,<0.006,<0.016,0.093,<0.02,<0.01,<0.013,<0.161,<0.011,0.073,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,0.155,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Insects-3,NA,NA,NA,-25.46,8.6,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Insecta,Aquatic insects,Bulk composite,1,NA,9/19/19,2019,<0.126,<0.03,<0.016,0.049,2.197,3.085,2.849,2.352,0.782,0.652,<0.022,<0.591,<0.017,<0.005,<0.006,0.168,0.091,45.943,<0.007,0.474,<0.005,0.078,<0.016,0.443,<0.02,<0.01,<0.013,<0.161,0.077,0.253,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,0.048,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Insects-4,NA,NA,NA,-22.07,10.25,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Insecta,Aquatic insects,Bulk composite,1,NA,9/19/19,2019,29.301,<0.03,0.166,<0.02,0.191,1.02,2.454,2.19,0.82,0.335,<0.022,<0.591,<0.017,0.17,<0.006,0.166,0.039,29.137,<0.007,0.405,<0.005,0.029,0.078,0.436,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,0.132,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Insects-5,NA,NA,NA,-21.78,8.96,Lake Ontario,St. Lawrence River,Iles de Boucherville,45.61042111,-73.4832161,45.7160065,-73.44774639,Insecta,Aquatic insects,Bulk composite,1,NA,9/19/19,2019,10.693,<0.03,2.313,<0.02,1.675,3.294,3.846,2.642,0.902,0.74,0.066,<0.591,<0.017,0.115,<0.006,0.203,<0.007,45.113,<0.007,0.384,<0.005,0.041,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,<0.011,<0.008,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,0.091,<0.023,<0.016,<0.004,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
#8 Munoz et al (2022),Gammarids-1,NA,NA,NA,-18.73,5.59,Lake Ontario,St. Lawrence River,Ilet Vert,45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies",Gammarids (Amphipods),Bulk composite,1,NA,9/19/19,2019,<0.126,<0.03,<0.016,<0.02,1.269,1.798,1.044,0.708,0.511,0.452,0.149,<0.591,<0.017,<0.005,<0.006,<0.005,0.01,12.141,<0.007,0.196,<0.005,<0.006,<0.016,<0.023,<0.02,<0.01,<0.013,<0.161,0.04,0.091,<0.163,<0.071,<0.032,<0.108,<0.127,<0.034,<0.014,<0.054,<0.014,<0.086,<0.414,<0.016,<0.014,<0.011,<0.009,<0.009,<0.023,<0.016,0.02,<0.035,<0.036,<0.021,<0.034,<0.058,<0.047,<0.081,<0.161,<0.027,<0.03,<0.053
